"Year...Month","Carrier","Departures","Miles","Seats","Passengers","Seat.Utilization"
"2018-04","Air Charter, Inc d/b/a Air Flamenco (Domestic)","362","17,984","1,286","753","59%"
"2018-04","Air China (International)","759","4,528,420","188,608","140,300","74%"
"2018-04","Air Europa (International)","105","426,110","31,224","26,513","85%"
"2018-04","Air Excursions LLC (Domestic)","217","8,831","1,384","536","39%"
"2018-04","Air Georgian (International)","2,814","1,138,080","121,948","85,167","70%"
"2018-04","Air Japan Co (International)","60","229,140","14,760","10,578","72%"
"2018-04","Air New Zealand (International)","368","2,242,506","118,851","95,528","80%"
"2018-04","Air Pacific Ltd. (International)","99","473,130","24,894","16,332","66%"
"2018-04","Air Serbia (International)","26","117,286","5,280","5,089","96%"
"2018-04","Air Sunshine Inc. (Domestic)","240","27,240","2,160","1,067","49%"
"2018-04","Air Tahiti Nui (International)","127","584,640","37,592","32,153","86%"
"2018-04","Air Transat (International)","192","257,792","38,268","30,420","79%"
"2018-04","Air Wisconsin Airlines Corp (Domestic)","8,847","3,037,914","442,350","348,694","79%"
"2018-04","Alaska Airlines Inc. (Domestic)","22,616","29,197,581","3,526,290","2,888,291","82%"
"2018-04","Alaska Airlines Inc. (Latin America)","1,280","1,813,446","214,148","180,763","84%"
"2018-04","Alaska Central Express (Domestic)","840","275,217","1,232","491","40%"
"2018-04","Albinati Aeronautics SA (International)","4","14,712","46","4","9%"
"2018-04","Albinati aviation Limited (International)","2","4,222","24","6","25%"
"2018-04","Alia-(The) Royal Jordanian (International)","108","557,064","27,560","21,900","79%"
"2018-04","Allegiant Air (Domestic)","8,196","7,365,974","1,381,714","1,170,542","85%"
"2018-04","All Nippon Airways Co. (International)","840","4,715,880","203,208","142,616","70%"
"2018-04","American Airlines Inc. (Atlantic)","3,080","12,755,218","781,400","559,143","72%"
"2018-04","American Airlines Inc. (Domestic)","74,779","75,691,769","11,802,081","9,994,786","85%"
"2018-04","American Airlines Inc. (Latin America)","11,969","17,236,464","1,979,790","1,544,086","78%"
"2018-04","American Airlines Inc. (Pacific)","898","6,005,841","242,249","178,390","74%"
"2018-04","Ameristar Air Cargo (Domestic)","54","41,214","720","331","46%"
"2018-04","Arctic Transportation (Domestic)","1,290","98,242","2,041","121","6%"
"2018-04","Asiana Airlines Inc. (International)","893","3,734,805","160,205","138,338","86%"
"2018-04","Atlas Air Inc. (Domestic)","1,470","1,851,134","12,090","399","3%"
"2018-04","Atlas Air Inc. (International)","851","2,775,157","236","64","27%"
"2018-04","Austrian Airlines (International)","256","1,177,322","57,774","41,716","72%"
"2018-04","Avior Airlines, C.A. (International)","61","90,646","8,784","7,488","85%"
"2018-04","Avjet Corporation (Domestic)","196","166,689","1,936","554","29%"
"2018-04","Azerbaijan Airlines CJSC (International)","18","104,958","3,780","2,264","60%"
"2018-04","Azul Linhas Aereas Brazileiras S A (International)","244","952,542","60,880","54,832","90%"
"2018-04","Bahamasair Holding Limited (International)","676","143,932","61,260","39,234","64%"
"2018-04","Beijing Capital Airlines (International)","18","34,452","4,518","4,507","100%"
"2018-04","Bemidji Airlines (Domestic)","45","7,761","12","0","0%"
"2018-04","Bering Air Inc. (Domestic)","2,722","224,137","24,216","10,086","42%"
"2018-04","Blue Jet SP Z o o (International)","1","4,682","14","2","14%"
"2018-04","Boutique Air (Domestic)","2,828","637,391","22,624","14,209","63%"
"2018-04","Bradley Air Services Ltd. (International)","6","7,890","936","415","44%"
"2018-04","Britannia Airways Ltd. (International)","64","271,981","20,640","16,747","81%"
"2018-04","British Airways Plc (International)","2,763","11,705,400","789,658","632,461","80%"
"2018-04","Brussels Airlines N.V. (International)","108","407,286","29,545","25,845","87%"
"2018-04","Cape Air (Domestic)","7,613","833,987","79,056","46,917","59%"
"2018-04","Caribbean Airlines Limited (International)","595","999,538","91,630","67,892","74%"
"2018-04","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli","208","171,464","32,240","14,751","46%"
"2018-04","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli","92","79,663","14,260","418","3%"
"2018-04","CAT Aviation (International)","5","24,884","65","10","15%"
"2018-04","Cathay Pacific Airways Ltd. (International)","1,431","7,784,985","216,050","178,812","83%"
"2018-04","Cayman Airways Limited (International)","217","159,204","28,714","15,888","55%"
"2018-04","Cebu Air Inc d/b/a Cebu Pacific Air (International)","24","38,328","4,320","3,554","82%"
"2018-04","CFM Inc d/b/a Contour Airlines (Domestic)","1,406","577,057","23,048","11,546","50%"
"2018-04","Chartright Air Inc. (International)","160","115,930","1,035","479","46%"
"2018-04","China Airlines Ltd. (International)","1,145","5,557,169","88,995","66,625","75%"
"2018-04","China Eastern Airlines (International)","470","2,965,854","141,604","113,942","80%"
"2018-04","China Southern Airlines (International)","409","2,935,832","81,483","72,249","89%"
"2018-04","City Wings Inc dba Seaflight (Domestic)","274","12,330","2,466","1,892","77%"
"2018-04","Comlux Aruba NV (International)","4","34,770","352","141","40%"
"2018-03","40-Mile Air (Domestic)","55","4,824","220","60","27%"
"2018-03","ABC Aerolineas SA de CV dba Interjet (International)","1,640","2,206,240","238,982","176,704","74%"
"2018-03","ABS JETS A.S (International)","2","2,460","32","15","47%"
"2018-03","Acropolis Aviation Ltd. (International)","1","3,829","19","9","47%"
"2018-03","Aer Lingus Plc (International)","714","2,557,925","194,446","159,103","82%"
"2018-03","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","239","77,832","11,950","7,012","59%"
"2018-03","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus","185","239,765","33,300","22,951","69%"
"2018-03","Aeroflot Russian Airlines (International)","280","1,432,994","88,230","69,717","79%"
"2018-03","Aerolineas Argentinas (International)","184","863,264","49,891","41,841","84%"
"2018-03","Aerolitoral (International)","1,071","1,207,132","105,469","70,610","67%"
"2018-03","Aeromexico (International)","1,933","3,248,745","314,340","242,579","77%"
"2018-03","Aerovias de Intergracian Regional (International)","62","93,372","10,668","7,999","75%"
"2018-03","Aerovias Nacl De Colombia (International)","956","1,753,951","161,386","134,151","83%"
"2018-03","Air Alsie A/S (International)","16","48,268","216","38","18%"
"2018-03","Air Asia X Berhad dba Airasia X (International)","36","148,212","13,572","12,177","90%"
"2018-03","Air Busan (International)","38","68,096","7,410","5,679","77%"
"2018-03","Air Canada (International)","3,849","4,552,165","547,646","448,744","82%"
"2018-03","Air Canada rouge LP (International)","2,552","3,809,117","580,576","500,602","86%"
"2018-03","Air Charter, Inc d/b/a Air Flamenco (Domestic)","335","16,080","1,489","873","59%"
"2018-03","Air China (International)","677","4,052,880","165,139","130,989","79%"
"2018-03","Air Europa (International)","90","375,540","26,724","22,864","86%"
"2018-03","Air Excursions LLC (Domestic)","148","6,024","952","367","39%"
"2018-03","Air Georgian (International)","3,179","1,273,105","137,286","93,195","68%"
"2018-03","Air Japan Co (International)","14","53,466","3,444","3,238","94%"
"2018-03","Air New Zealand (International)","347","2,136,149","109,421","93,372","85%"
"2018-03","Air Pacific Ltd. (International)","96","447,558","24,156","16,835","70%"
"2018-03","Air Serbia (International)","22","99,242","5,080","4,399","87%"
"2018-03","Air Sunshine Inc. (Domestic)","248","28,148","2,232","1,131","51%"
"2018-03","Air Tahiti Nui (International)","113","508,410","33,448","28,143","84%"
"2018-03","Air Transat (International)","221","293,403","43,613","37,994","87%"
"2018-03","Air Wisconsin Airlines Corp (Domestic)","8,378","2,848,395","418,900","326,488","78%"
"2018-03","Alaska Airlines Inc. (Domestic)","16,590","20,137,244","2,639,539","2,158,546","82%"
"2018-03","Alaska Airlines Inc. (Latin America)","1,244","1,835,982","211,570","176,847","84%"
"2018-03","Alaska Central Express (Domestic)","857","283,427","448","232","52%"
"2018-03","Alia-(The) Royal Jordanian (International)","97","485,750","24,645","18,623","76%"
"2018-03","Allegiant Air (Domestic)","9,334","8,691,765","1,574,711","1,374,494","87%"
"2018-03","All Nippon Airways Co. (International)","882","4,779,168","201,117","145,417","72%"
"2018-03","American Airlines Inc. (Atlantic)","2,340","9,779,354","601,984","455,241","76%"
"2018-03","American Airlines Inc. (Domestic)","76,552","78,132,526","12,112,233","10,530,837","87%"
"2018-03","American Airlines Inc. (Latin America)","12,899","18,653,324","2,144,250","1,695,136","79%"
"2018-03","American Airlines Inc. (Pacific)","965","6,451,751","255,377","207,590","81%"
"2018-03","Ameristar Air Cargo (Domestic)","116","91,539","2,820","1,071","38%"
"2018-03","Arctic Transportation (Domestic)","1,125","108,029","2,265","154","7%"
"2018-03","Asiana Airlines Inc. (International)","936","3,833,012","164,918","135,025","82%"
"2018-03","Atlas Air Inc. (Domestic)","1,601","1,907,675","14,097","112","1%"
"2018-03","Atlas Air Inc. (International)","755","2,809,039","8,242","585","7%"
"2018-03","Austrian Airlines (International)","218","1,019,382","50,268","32,838","65%"
"2018-03","Avior Airlines, C.A. (International)","57","84,702","11,760","8,027","68%"
"2018-03","Avjet Corporation (Domestic)","176","144,793","1,651","514","31%"
"2018-03","Azerbaijan Airlines CJSC (International)","18","104,958","3,780","1,971","52%"
"2018-03","Azul Linhas Aereas Brazileiras S A (International)","246","963,568","60,739","52,423","86%"
"2018-03","Bahamasair Holding Limited (International)","575","126,218","56,880","41,213","72%"
"2018-03","Beijing Capital Airlines (International)","18","34,452","4,794","4,494","94%"
"2018-03","Bemidji Airlines (Domestic)","51","7,960","10","0","0%"
"2018-03","Bering Air Inc. (Domestic)","2,601","233,559","23,250","9,751","42%"
"2018-03","Boutique Air (Domestic)","2,813","632,137","22,504","14,935","66%"
"2018-03","Bradley Air Services Ltd. (International)","18","23,418","2,808","1,976","70%"
"2018-03","Britannia Airways Ltd. (International)","13","55,362","4,215","2,946","70%"
"2018-03","British Airways Plc (International)","2,599","11,086,343","706,748","578,373","82%"
"2018-03","Brussels Airlines N.V. (International)","76","283,192","21,251","17,780","84%"
"2018-03","Cape Air (Domestic)","7,429","819,854","77,759","47,746","61%"
"2018-03","Caribbean Airlines Limited (International)","623","1,047,964","95,942","62,100","65%"
"2018-03","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli","136","134,433","21,080","9,933","47%"
"2018-03","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli","135","96,650","20,925","2,189","10%"
"2018-03","CAT Aviation (International)","6","23,558","78","6","8%"
"2018-03","Cathay Pacific Airways Ltd. (International)","1,519","8,159,227","218,900","186,948","85%"
"2018-03","Cayman Airways Limited (International)","230","172,709","30,220","16,780","56%"
"2018-03","Cebu Air Inc d/b/a Cebu Pacific Air (International)","28","44,716","5,040","3,519","70%"
"2018-03","CFM Inc d/b/a Contour Airlines (Domestic)","1,370","545,987","18,688","10,293","55%"
"2018-03","Chartright Air Inc. (International)","189","144,203","1,254","598","48%"
"2018-03","China Airlines Ltd. (International)","1,058","5,096,246","92,263","73,508","80%"
"2018-03","China Eastern Airlines (International)","440","2,771,956","132,108","106,955","81%"
"2018-03","China Southern Airlines (International)","389","2,778,710","78,771","70,863","90%"
"2018-03","City Wings Inc dba Seaflight (Domestic)","264","11,880","2,376","1,845","78%"
"2018-03","Comlux Aruba NV (International)","2","12,988","126","60","48%"
"2018-03","Commutair Aka Champlain Enterprises, Inc. (Domestic)","3,324","1,064,340","166,200","136,216","82%"
"2018-03","Compagnia Aerea Italiana (International)","306","1,402,094","83,295","71,885","86%"
"2018-03","Compagnie Aerienne Inter Regionale Express dba Air Anti","130","39,208","2,331","1,734","74%"
"2018-02","40-Mile Air (Domestic)","36","2,926","144","29","20%"
"2018-02","ABC Aerolineas SA de CV dba Interjet (International)","1,354","1,788,747","194,832","121,572","62%"
"2018-02","ACM AIR CHARTER GmbH (International)","7","11,035","98","16","16%"
"2018-02","Acropolis Aviation Ltd. (International)","2","3,228","38","10","26%"
"2018-02","Aer Lingus Plc (International)","478","1,713,148","124,409","88,279","71%"
"2018-02","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","286","105,719","14,300","6,895","48%"
"2018-02","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus","155","202,392","27,900","18,314","66%"
"2018-02","Aeroflot Russian Airlines (International)","262","1,334,226","79,350","50,269","63%"
"2018-02","Aerolineas Argentinas (International)","168","789,264","45,557","38,648","85%"
"2018-02","Aerolitoral (International)","925","1,024,384","91,027","53,660","59%"
"2018-02","Aeromexico (International)","1,659","2,804,856","268,562","199,511","74%"
"2018-02","Aerovias de Intergracian Regional (International)","56","84,336","9,564","7,003","73%"
"2018-02","Aerovias Nacl De Colombia (International)","803","1,496,430","134,803","112,189","83%"
"2018-02","Air Alsie A/S (International)","11","31,412","144","25","17%"
"2018-02","Air Asia X Berhad dba Airasia X (International)","32","131,744","12,064","10,102","84%"
"2018-02","Air Busan (International)","32","57,344","6,240","5,515","88%"
"2018-02","Air Canada (International)","3,346","3,938,075","466,538","379,600","81%"
"2018-02","Air Canada rouge LP (International)","1,922","2,903,418","437,480","374,898","86%"
"2018-02","Air Charter, Inc d/b/a Air Flamenco (Domestic)","249","12,795","1,953","294","15%"
"2018-02","Air China (International)","584","3,500,022","142,842","111,379","78%"
"2018-02","Air Europa (International)","56","247,744","16,576","11,650","70%"
"2018-02","Air Excursions LLC (Domestic)","58","2,378","306","77","25%"
"2018-02","Air Georgian (International)","2,667","1,062,129","117,030","70,494","60%"
"2018-02","Air New Zealand (International)","295","1,825,821","96,929","79,896","82%"
"2018-02","Air Pacific Ltd. (International)","84","401,522","20,951","15,011","72%"
"2018-02","Air Serbia (International)","16","72,176","5,080","2,660","52%"
"2018-02","Air Sunshine Inc. (Domestic)","280","30,100","2,520","942","37%"
"2018-02","Air Tahiti Nui (International)","94","408,555","27,824","21,615","78%"
"2018-02","Air Transat (International)","135","174,697","26,681","22,222","83%"
"2018-02","Air Wisconsin Airlines Corp (Domestic)","6,752","2,171,950","337,600","249,315","74%"
"2018-02","Alaska Airlines Inc. (Domestic)","14,543","17,457,233","2,340,550","1,792,904","77%"
"2018-02","Alaska Airlines Inc. (Latin America)","1,090","1,623,027","187,755","150,540","80%"
"2018-02","Alaska Central Express (Domestic)","968","308,665","512","306","60%"
"2018-02","Albinati Aeronautics SA (International)","2","10,975","22","2","9%"
"2018-02","Alia-(The) Royal Jordanian (International)","76","368,696","19,080","12,866","67%"
"2018-02","Allegiant Air (Domestic)","7,090","6,575,596","1,200,508","1,006,211","84%"
"2018-02","All Nippon Airways Co. (International)","924","5,084,063","215,655","162,014","75%"
"2018-02","American Airlines Inc. (Atlantic)","1,830","7,565,791","472,672","280,435","59%"
"2018-02","American Airlines Inc. (Domestic)","68,309","69,192,841","10,793,542","8,863,644","82%"
"2018-02","American Airlines Inc. (Latin America)","11,000","16,272,028","1,839,952","1,421,787","77%"
"2018-02","American Airlines Inc. (Pacific)","880","5,874,734","229,390","179,516","78%"
"2018-02","Ameristar Air Cargo (Domestic)","111","78,709","3,420","1,224","36%"
"2018-02","Arctic Transportation (Domestic)","625","49,735","685","40","6%"
"2018-02","Asiana Airlines Inc. (International)","848","3,490,718","148,674","131,341","88%"
"2018-02","Atlas Air Inc. (Domestic)","1,374","1,603,499","1,745","293","17%"
"2018-02","Atlas Air Inc. (International)","664","2,312,811","7,520","709","9%"
"2018-02","Austrian Airlines (International)","126","578,284","28,350","18,295","65%"
"2018-02","Avior Airlines, C.A. (International)","56","83,216","12,060","8,484","70%"
"2018-02","Avjet Corporation (Domestic)","162","130,774","1,597","414","26%"
